BW = 10000;AVG = 15
+7.100000E+9	-2.122113E-2	+9.452554E-1
+7.100015E+9	-2.120801E-2	+9.453039E-1
+7.100030E+9	-2.159166E-2	+9.446452E-1
+7.100045E+9	-2.116859E-2	+9.451215E-1
+7.100060E+9	-2.056388E-2	+9.444554E-1
+7.100075E+9	-2.039396E-2	+9.443172E-1
+7.100090E+9	-2.026748E-2	+9.449112E-1
+7.100105E+9	-2.047275E-2	+9.448090E-1
+7.100120E+9	-2.004187E-2	+9.441602E-1
+7.100135E+9	-2.063423E-2	+9.442228E-1
+7.100150E+9	-1.983550E-2	+9.448909E-1
+7.100165E+9	-1.942816E-2	+9.449198E-1
+7.100180E+9	-1.992552E-2	+9.450851E-1
+7.100195E+9	-2.007908E-2	+9.443234E-1
+7.100210E+9	-1.952471E-2	+9.450666E-1
+7.100225E+9	-1.955540E-2	+9.454500E-1
+7.100240E+9	-1.927234E-2	+9.451580E-1
+7.100255E+9	-1.909005E-2	+9.446420E-1
+7.100270E+9	-1.880007E-2	+9.444008E-1
+7.100285E+9	-1.928064E-2	+9.446984E-1
+7.100300E+9	-1.913364E-2	+9.447172E-1
+7.100315E+9	-1.927982E-2	+9.448256E-1
+7.100330E+9	-1.866175E-2	+9.445712E-1
+7.100345E+9	-1.834233E-2	+9.440708E-1
+7.100360E+9	-1.785910E-2	+9.441719E-1
+7.100375E+9	-1.768043E-2	+9.446877E-1
+7.100390E+9	-1.742538E-2	+9.444028E-1
+7.100405E+9	-1.723600E-2	+9.447876E-1
+7.100420E+9	-1.778416E-2	+9.448314E-1
+7.100435E+9	-1.715552E-2	+9.446719E-1
+7.100450E+9	-1.672468E-2	+9.448410E-1
+7.100465E+9	-1.632670E-2	+9.447230E-1
+7.100480E+9	-1.709687E-2	+9.452422E-1
+7.100495E+9	-1.674952E-2	+9.444662E-1
+7.100510E+9	-1.592614E-2	+9.447354E-1
+7.100525E+9	-1.588427E-2	+9.451551E-1
+7.100540E+9	-1.661405E-2	+9.455890E-1
+7.100555E+9	-1.677711E-2	+9.451767E-1
+7.100570E+9	-1.594222E-2	+9.449771E-1
+7.100585E+9	-1.571110E-2	+9.446862E-1
+7.100600E+9	-1.558381E-2	+9.452548E-1
+7.100615E+9	-1.523313E-2	+9.445658E-1
+7.100630E+9	-1.498814E-2	+9.441043E-1
+7.100645E+9	-1.522731E-2	+9.449627E-1
+7.100660E+9	-1.567862E-2	+9.450812E-1
+7.100675E+9	-1.521884E-2	+9.450374E-1
+7.100690E+9	-1.464378E-2	+9.456938E-1
+7.100705E+9	-1.438442E-2	+9.448211E-1
+7.100720E+9	-1.470489E-2	+9.447861E-1
+7.100735E+9	-1.409808E-2	+9.446780E-1
+7.100750E+9	-1.387535E-2	+9.447464E-1
+7.100765E+9	-1.380331E-2	+9.444815E-1
+7.100780E+9	-1.376400E-2	+9.445420E-1
+7.100795E+9	-1.378220E-2	+9.449757E-1
+7.100810E+9	-1.387422E-2	+9.448710E-1
+7.100825E+9	-1.343130E-2	+9.440318E-1
+7.100840E+9	-1.333153E-2	+9.445646E-1
+7.100855E+9	-1.312224E-2	+9.442768E-1
+7.100870E+9	-1.328258E-2	+9.437770E-1
+7.100885E+9	-1.228151E-2	+9.439233E-1
+7.100900E+9	-1.226013E-2	+9.452976E-1
+7.100915E+9	-1.315634E-2	+9.450592E-1
+7.100930E+9	-1.266443E-2	+9.449624E-1
