BW = 10000;AVG = 15
+7.100000E+9	-1.771580E-2	+9.456776E-1
+7.100015E+9	-1.755469E-2	+9.454250E-1
+7.100030E+9	-1.756701E-2	+9.448316E-1
+7.100045E+9	-1.737998E-2	+9.451486E-1
+7.100060E+9	-1.683918E-2	+9.447876E-1
+7.100075E+9	-1.716510E-2	+9.443815E-1
+7.100090E+9	-1.669935E-2	+9.449573E-1
+7.100105E+9	-1.634182E-2	+9.450677E-1
+7.100120E+9	-1.668486E-2	+9.447347E-1
+7.100135E+9	-1.676674E-2	+9.445240E-1
+7.100150E+9	-1.633723E-2	+9.449914E-1
+7.100165E+9	-1.579208E-2	+9.451044E-1
+7.100180E+9	-1.613748E-2	+9.450462E-1
+7.100195E+9	-1.591018E-2	+9.448377E-1
+7.100210E+9	-1.571738E-2	+9.447862E-1
+7.100225E+9	-1.555992E-2	+9.456180E-1
+7.100240E+9	-1.547405E-2	+9.452136E-1
+7.100255E+9	-1.489808E-2	+9.451378E-1
+7.100270E+9	-1.545397E-2	+9.453160E-1
+7.100285E+9	-1.532810E-2	+9.448709E-1
+7.100300E+9	-1.547752E-2	+9.449320E-1
+7.100315E+9	-1.515718E-2	+9.448715E-1
+7.100330E+9	-1.511320E-2	+9.446356E-1
+7.100345E+9	-1.484820E-2	+9.444107E-1
+7.100360E+9	-1.424477E-2	+9.444423E-1
+7.100375E+9	-1.424478E-2	+9.448883E-1
+7.100390E+9	-1.385813E-2	+9.448191E-1
+7.100405E+9	-1.358481E-2	+9.450538E-1
+7.100420E+9	-1.381400E-2	+9.455155E-1
+7.100435E+9	-1.369885E-2	+9.449057E-1
+7.100450E+9	-1.288241E-2	+9.452588E-1
+7.100465E+9	-1.254145E-2	+9.450054E-1
+7.100480E+9	-1.323502E-2	+9.454534E-1
+7.100495E+9	-1.277656E-2	+9.451360E-1
+7.100510E+9	-1.237196E-2	+9.452018E-1
+7.100525E+9	-1.254923E-2	+9.452903E-1
+7.100540E+9	-1.260590E-2	+9.456158E-1
+7.100555E+9	-1.315267E-2	+9.455378E-1
+7.100570E+9	-1.263100E-2	+9.451454E-1
+7.100585E+9	-1.226315E-2	+9.447215E-1
+7.100600E+9	-1.197641E-2	+9.451187E-1
+7.100615E+9	-1.169152E-2	+9.443341E-1
+7.100630E+9	-1.156009E-2	+9.445720E-1
+7.100645E+9	-1.170566E-2	+9.447788E-1
+7.100660E+9	-1.173081E-2	+9.453678E-1
+7.100675E+9	-1.119250E-2	+9.454270E-1
+7.100690E+9	-1.110538E-2	+9.455499E-1
+7.100705E+9	-1.095039E-2	+9.457696E-1
+7.100720E+9	-1.083981E-2	+9.447861E-1
+7.100735E+9	-1.041606E-2	+9.446532E-1
+7.100750E+9	-1.022030E-2	+9.449680E-1
+7.100765E+9	-1.047637E-2	+9.444612E-1
+7.100780E+9	-1.040467E-2	+9.451522E-1
+7.100795E+9	-1.035050E-2	+9.452943E-1
+7.100810E+9	-1.026496E-2	+9.452900E-1
+7.100825E+9	-1.000866E-2	+9.442974E-1
+7.100840E+9	-9.898141E-3	+9.445463E-1
+7.100855E+9	-9.680264E-3	+9.448927E-1
+7.100870E+9	-9.170682E-3	+9.440789E-1
+7.100885E+9	-8.563985E-3	+9.444259E-1
+7.100900E+9	-8.823266E-3	+9.454459E-1
+7.100915E+9	-9.279672E-3	+9.451925E-1
+7.100930E+9	-9.090182E-3	+9.450298E-1
+7.100945E+9	-8.681308E-3	+9.454767E-1
+7.100960E+9	-7.988832E-3	+9.454852E-1
+7.100975E+9	-8.311440E-3	+9.453227E-1
+7.100990E+9	-8.855034E-3	+9.451966E-1
+7.101005E+9	-8.596049E-3	+9.449421E-1
+7.101020E+9	-8.515145E-3	+9.454214E-1
+7.101035E+9	-7.988780E-3	+9.447496E-1
+7.101050E+9	-8.053413E-3	+9.445431E-1
+7.101065E+9	-7.781635E-3	+9.442063E-1
+7.101080E+9	-7.471158E-3	+9.446215E-1
+7.101095E+9	-7.378222E-3	+9.444627E-1
+7.101110E+9	-7.375073E-3	+9.451455E-1
+7.101125E+9	-7.038067E-3	+9.447355E-1
+7.101140E+9	-6.900982E-3	+9.447906E-1
+7.101155E+9	-7.671765E-3	+9.452439E-1
+7.101170E+9	-6.545414E-3	+9.451988E-1
+7.101185E+9	-6.802519E-3	+9.451825E-1
