BW = 10000;AVG = 15
+7.100000E+9	-1.730245E-2	+9.455554E-1
+7.100015E+9	-1.757068E-2	+9.454543E-1
+7.100030E+9	-1.743240E-2	+9.455733E-1
+7.100045E+9	-1.698284E-2	+9.451077E-1
+7.100060E+9	-1.672565E-2	+9.444687E-1
+7.100075E+9	-1.661343E-2	+9.444367E-1
+7.100090E+9	-1.653414E-2	+9.450922E-1
+7.100105E+9	-1.596703E-2	+9.451221E-1
+7.100120E+9	-1.613519E-2	+9.445085E-1
+7.100135E+9	-1.651567E-2	+9.443217E-1
+7.100150E+9	-1.612369E-2	+9.449573E-1
+7.100165E+9	-1.602750E-2	+9.446859E-1
+7.100180E+9	-1.613373E-2	+9.452701E-1
+7.100195E+9	-1.607715E-2	+9.448769E-1
+7.100210E+9	-1.567068E-2	+9.450236E-1
+7.100225E+9	-1.535223E-2	+9.455885E-1
+7.100240E+9	-1.497805E-2	+9.450303E-1
+7.100255E+9	-1.489986E-2	+9.452874E-1
+7.100270E+9	-1.490557E-2	+9.450402E-1
+7.100285E+9	-1.525796E-2	+9.446707E-1
+7.100300E+9	-1.546760E-2	+9.445809E-1
+7.100315E+9	-1.501880E-2	+9.447083E-1
+7.100330E+9	-1.486963E-2	+9.445052E-1
+7.100345E+9	-1.423544E-2	+9.444256E-1
+7.100360E+9	-1.418242E-2	+9.443295E-1
+7.100375E+9	-1.409792E-2	+9.448843E-1
+7.100390E+9	-1.391090E-2	+9.447334E-1
+7.100405E+9	-1.329649E-2	+9.450959E-1
+7.100420E+9	-1.356284E-2	+9.451043E-1
+7.100435E+9	-1.350787E-2	+9.451559E-1
+7.100450E+9	-1.236301E-2	+9.450143E-1
+7.100465E+9	-1.261931E-2	+9.451185E-1
+7.100480E+9	-1.328000E-2	+9.454416E-1
+7.100495E+9	-1.321941E-2	+9.448651E-1
+7.100510E+9	-1.240267E-2	+9.450875E-1
+7.100525E+9	-1.212568E-2	+9.452257E-1
